,acc,loss,val_acc,val_loss
0,0.9966,0.025421287889336196,0.9753333333015441,0.279401129040999
1,0.9974,0.017999788964691753,0.9761333333333333,0.2677283634306029
2,0.9980444444444444,0.015220946730599727,0.9778666666348775,0.2598769241311351
3,0.9974,0.020558926810111774,0.9759333333333333,0.2841771682375934
4,0.9971777777777778,0.02206921372034194,0.9756666666348776,0.27771399097791316
5,0.9979555555449592,0.016305815752219253,0.9772666666666666,0.26616494831029963
6,0.9976222222116259,0.018841680599251454,0.9772,0.2907700287270743
7,0.9972,0.02140154184714164,0.975,0.30447429339315424
8,0.9975333333333334,0.01885019785103127,0.9752666666348775,0.2928305410396165
9,0.9984888888888889,0.01085538099654356,0.9784666666666667,0.2636578979956539
10,0.9967555555555555,0.027111671317391544,0.9732666666666666,0.315369768894216
11,0.9974222222222222,0.020626128983054434,0.9769999999682109,0.28008182241142154
12,0.9983333333333333,0.009147302351743852,0.9773999999682108,0.2622843040441473
13,0.9977555555555555,0.018500651417876483,0.9744,0.31571559305152963
14,0.9977111111111111,0.017933239954641248,0.9748,0.31351378989495593
15,0.9978666666666667,0.017029828763195417,0.9759333333333333,0.30380903646350416
16,0.9959333333333333,0.03318953888733455,0.9785333333333334,0.2674480020909689
17,0.9981111111111111,0.013362288376359761,0.9766,0.2941186721245625
18,0.9980888888888889,0.015754886818159727,0.9764000000317892,0.2861941212220589
19,0.9983333333333333,0.014184744610178433,0.9781333333333333,0.2747825311882444
20,0.9981111111111111,0.0168057264754408,0.9766,0.2843363903897428
21,0.997644444433848,0.021055015754700313,0.9758666666984558,0.2972107986053339
22,0.9966222222222222,0.027642915578012475,0.9761999999682108,0.2938693355425838
23,0.9977777777777778,0.01759258949625152,0.9774666666348775,0.2888103165145446
24,0.9979111111111111,0.020302447244006646,0.9746666666348776,0.3216009849422383
25,0.9962666666666666,0.0380074165241839,0.9760666666348775,0.30279601306984416
26,0.9972222222222222,0.025222224106421404,0.9787333333015442,0.2694291212335604
27,0.9978,0.015566072061301199,0.976,0.3037785784932474
28,0.9982,0.013991046316209515,0.9767333333015442,0.2824755178743054
29,0.9981111111111111,0.015671395697809388,0.9767333333015442,0.3025323108433206
