,acc,loss,val_acc,val_loss
0,0.9051777778201633,0.31317341598934595,0.9436666666348775,0.19463549968798954
1,0.9547333332909478,0.14678976761235132,0.9535333333015442,0.1538174530704816
2,0.9686666666666667,0.10250491772360272,0.9650666666666666,0.1132019744873047
3,0.9736888888465034,0.08059914818604787,0.9660666666666666,0.11602704278255502
4,0.9790222222010294,0.0649914379881488,0.9657333333333333,0.11566535432338715
5,0.9826888888676961,0.051674682694011265,0.9681333333333333,0.12264443618754546
6,0.9840888888676961,0.047151641654305985,0.9670666666348775,0.12693916577100753
7,0.9864666666560703,0.04077954509390725,0.9627999999682109,0.14741889225244523
8,0.9870444444232517,0.03904263082477782,0.9694,0.13169903782776868
9,0.9889555555449592,0.032666540348860955,0.9682666666348775,0.1353571990887324
10,0.989777777756585,0.030147333302266068,0.9721333333333333,0.12384464971522491
11,0.9896666666666667,0.028968508488353757,0.9704666666666667,0.1400647815823555
12,0.9896888888570997,0.030113707061029144,0.9691333333333333,0.14274808884697657
13,0.9909111111111111,0.02662423432527317,0.972,0.14583832506999217
14,0.9912,0.024920737618655483,0.9698,0.15140827413167185
15,0.9931999999894037,0.019458406329237753,0.9744,0.12763917003180736
16,0.9929111111005148,0.022050998127708832,0.9694,0.15671836393784616
17,0.9926,0.0231967253131585,0.9708,0.15256656146678335
18,0.9936888888888888,0.020051973361180475,0.9748666666666667,0.13744200988089045
19,0.9916,0.027529586221070754,0.9656,0.18388610126773516
20,0.9927333333333334,0.023004163857601168,0.9714,0.16891192964613438
21,0.9937111110899184,0.02064803835399863,0.9734,0.14754502147982518
22,0.9942666666666666,0.01688778441569561,0.9702,0.17176959691817562
23,0.9931555555449592,0.02419483953876835,0.9722,0.16555359288454055
24,0.9937111110899184,0.018265411837668055,0.9727333333333333,0.16008324384500022
25,0.9934888888782925,0.02118618272186205,0.9704,0.1792815697853325
26,0.9944444444444445,0.01980142405678101,0.9720666666348775,0.17001119392911593
27,0.9949111111005148,0.01720507665852395,0.9739333333333333,0.16769971539167067
28,0.9944222222116258,0.019072431236257157,0.972,0.1850635126816109
29,0.9950222222010294,0.016065876105734303,0.9728666666666667,0.1803617157916228
