,acc,loss,val_acc,val_loss
0,0.9967555555343628,0.04453217436980966,0.9759333333015442,0.3574143535927198
1,0.9967111111111111,0.04412027742546628,0.9747333333333333,0.38183275933299193
2,0.9967555555555555,0.042884991833867896,0.9772,0.33725783733475523
3,0.997,0.03913110305905363,0.9767333333333333,0.3451383011102839
4,0.9980444444338481,0.02513719494345864,0.9778666666666667,0.3368967986800492
5,0.9966666666666667,0.04751393362255458,0.9767333333333333,0.35069758014487185
6,0.9960666666560702,0.05327153693716965,0.9711333333333333,0.426878537273671
7,0.9965111111005147,0.04585729763416914,0.9748,0.3765954188426635
8,0.9962,0.05097343728599911,0.9758666666666667,0.3616224247654285
9,0.9964444444444445,0.04979320991096225,0.9741333333333333,0.39913927699724855
10,0.9962,0.04816410836292548,0.9756666666666667,0.3662941790868229
11,0.9975111111111111,0.03342506222515211,0.9766666666666667,0.3479327491124475
12,0.9966666666454739,0.046796836071649965,0.9743333333015441,0.3911632637315276
13,0.9956444444444444,0.06097765548090677,0.9773999999682108,0.34277362558208857
14,0.9974888888782925,0.03559077557153962,0.9752666666348775,0.37858209827244294
15,0.9957333333333334,0.058695559250840496,0.9724,0.4175837471803033
16,0.9963111111005147,0.05139462958764097,0.9751333333333333,0.37558097448528305
17,0.9965555555555555,0.047718742727459844,0.9762,0.36405159427511463
18,0.9955999999894036,0.06141515374863237,0.976,0.3572939577779346
19,0.9962444444444445,0.052825967076621134,0.9768,0.3509597936023052
20,0.9961777777671814,0.05358536132444294,0.976,0.3685627295519639
21,0.9967333333333334,0.04448484684159838,0.9767333333333333,0.3503414804438757
22,0.9959333333333333,0.057310937877400304,0.9754,0.3704468970538272
23,0.9972888888888889,0.040574733736813445,0.9740666666666666,0.3881466834727678
24,0.9957111111111111,0.05905966344872351,0.974,0.4015276344781124
25,0.9957111111111111,0.0598972765245102,0.9753333333333334,0.3828154653680057
26,0.9961111111111111,0.05590975657765632,0.9753999999682108,0.37132290037060195
27,0.9963111110899183,0.05169092918207098,0.9739999999682109,0.3998760100132478
28,0.9957333333333334,0.06296852026371855,0.9746666666348776,0.38408313089204277
29,0.9964,0.05310194988648208,0.9769333333015442,0.35516129740645314
