,acc,loss,val_acc,val_loss
0,0.9044444444762336,0.312783861817254,0.9394666666984558,0.20858321027755738
1,0.9548888888676961,0.1470334298716651,0.9510666666348775,0.1669810095747312
2,0.9658888888782925,0.10669339906374613,0.9615333333015442,0.12959997032880782
3,0.9733999999682108,0.0823061289747556,0.9615333333333334,0.13318192451198896
4,0.9785555555449592,0.0651636289878024,0.9655999999682109,0.12048177511890729
5,0.9831999999894037,0.0516396006319258,0.9680666666348775,0.12324416122436524
6,0.9840222222222222,0.04706360634830263,0.9688666666666667,0.12115325286562244
7,0.9860222222116258,0.04109963101976448,0.9691333333333333,0.12369808131083847
8,0.9855333333121405,0.042606160036391685,0.9616666666666667,0.15186837652623653
9,0.9896444444444444,0.03132090133792824,0.9695333333333334,0.12153347483028969
10,0.9895111111111111,0.030751918359597525,0.9716,0.12048211942240596
11,0.9913333333333333,0.02640865583461192,0.9698,0.13213228860199452
12,0.9907111111111111,0.02603191838413477,0.9697333333333333,0.13882640744000674
13,0.9902888888888889,0.02936124668095468,0.9719333333333333,0.14402492126921812
14,0.9923555555449591,0.02330229078531265,0.9724,0.14048118337392806
15,0.9916888888782925,0.02487500902499176,0.9711333333333333,0.15460177309115727
16,0.9933111111111111,0.020971203798510963,0.9716,0.15273415029843648
17,0.992,0.025294638740017802,0.9716666666666667,0.15269004205788175
18,0.9925777777777778,0.0238838239002145,0.9700666666666666,0.15624718071079502
19,0.9930444444338481,0.019806448861273626,0.9747999999682109,0.14015602375864983
20,0.9943333333333333,0.019231992519232962,0.9759333333333333,0.1365829028186078
21,0.9939555555555556,0.02071454914602865,0.9731333333333333,0.16424783878866583
22,0.993,0.02289115219639304,0.9735333333015442,0.15308370515704156
23,0.9947111111111111,0.01805811118072274,0.9660666666348775,0.20997607069114843
24,0.9937111111111111,0.02118522073680328,0.9735333333333334,0.15778881033295766
25,0.9953777777777778,0.016221089010426983,0.9725333333333334,0.17238398490815113
26,0.9944444444444445,0.01825717919258847,0.9728,0.16953740879812587
27,0.9953111111005147,0.015272903609001595,0.9746666666666667,0.16554807636799815
28,0.9939777777671814,0.02011890540606045,0.9742,0.1751246325416801
29,0.9949777777777777,0.016062583177008975,0.9746666666666667,0.15386592055683335
